length,probability_a,probability_b,optimal_lipschitz_function
1.600000000000000089e+00,1.194956264320449970e-04,1.846073518361944184e-04,3.999999999999999667e-01
1.650000000000000133e+00,2.171368005058025847e-04,3.228846787743949883e-04,4.499999999999999556e-01
1.700000000000000178e+00,3.812517425670699936e-04,5.463727260463537277e-04,4.999999999999999445e-01
1.750000000000000000e+00,6.473731571041520857e-04,8.952828832938835224e-04,5.499999999999999334e-01
1.800000000000000044e+00,1.063917600549412661e-03,1.421760171678818074e-03,5.999999999999999778e-01
1.850000000000000089e+00,1.693550134914846485e-03,2.189941789809414421e-03,6.500000000000000222e-01
1.900000000000000133e+00,2.612961716770684055e-03,3.274207231052458315e-03,7.000000000000000666e-01
1.950000000000000178e+00,3.910248858912111422e-03,4.755076898950025104e-03,7.500000000000001110e-01
2.000000000000000000e+00,5.679212068701210842e-03,6.712458552909278398e-03,8.000000000000001554e-01
2.050000000000000266e+00,8.010244388046858233e-03,9.216348527946173833e-03,8.500000000000001998e-01
2.100000000000000089e+00,1.097806527604124581e-02,1.231562627554534141e-02,9.000000000000002442e-01
2.149999999999999911e+00,1.462730228003832934e-02,1.602614789812845802e-02,9.500000000000002887e-01
2.200000000000000178e+00,1.895769705120047346e-02,2.031982272359809591e-02,1.000000000000000222e+00
2.250000000000000000e+00,2.391132545952372179e-02,2.511661217158720275e-02,1.050000000000000266e+00
2.300000000000000266e+00,2.936447647789888413e-02,3.028131254439420453e-02,1.100000000000000311e+00
2.350000000000000089e+00,3.512658030186512764e-02,3.562652295745297182e-02,1.150000000000000355e+00
2.400000000000000355e+00,4.094776299716202522e-02,4.092239006953624775e-02,1.200000000000000400e+00
2.450000000000000178e+00,4.653531809518263174e-02,4.591268379614883016e-02,1.250000000000000444e+00
2.500000000000000000e+00,5.157784431553520677e-02,5.033568162990912503e-02,1.300000000000000488e+00
2.550000000000000266e+00,5.577431514333757584e-02,5.394743962524459202e-02,1.350000000000000533e+00
2.600000000000000089e+00,5.886425202553820235e-02,5.654449803128452912e-02,1.400000000000000577e+00
2.650000000000000355e+00,6.065473405752071223e-02,5.798303048098216173e-02,1.450000000000000622e+00
2.700000000000000178e+00,6.104031993333836753e-02,5.819191736359922984e-02,1.500000000000000666e+00
2.750000000000000000e+00,6.001303309196877322e-02,5.717811920818718224e-02,1.550000000000000711e+00
2.800000000000000266e+00,5.766115242262036256e-02,5.502387131201805920e-02,1.500000000000000666e+00
2.850000000000000089e+00,5.415733043630138743e-02,5.187639860808341413e-02,1.450000000000000622e+00
2.900000000000000355e+00,4.973817049545893598e-02,4.793184740995987819e-02,1.400000000000000577e+00
2.950000000000000178e+00,4.467853299586787424e-02,4.341578638428730125e-02,1.350000000000000533e+00
3.000000000000000000e+00,3.926432840984266787e-02,3.856286139612174341e-02,1.300000000000000488e+00
3.050000000000000266e+00,3.376736636701691691e-02,3.359800498838758087e-02,1.250000000000000444e+00
3.100000000000000089e+00,2.842507965619131202e-02,2.872108476474739477e-02,1.200000000000000400e+00
3.150000000000000355e+00,2.342684328627079801e-02,2.409615833385412437e-02,1.150000000000000355e+00
3.200000000000000178e+00,1.890741173312286694e-02,1.984573338134521664e-02,1.100000000000000311e+00
3.250000000000000000e+00,1.494692963467316067e-02,1.604974135814152963e-02,1.050000000000000266e+00
3.300000000000000266e+00,1.157619307923902358e-02,1.274841536909957114e-02,1.000000000000000222e+00
3.350000000000000089e+00,8.785423684514202802e-03,9.947962019729625349e-03,9.500000000000001776e-01
3.400000000000000355e+00,6.534755565532590973e-03,7.627831835195160275e-03,9.000000000000001332e-01
3.450000000000000178e+00,4.764853141350890511e-03,5.748486464915708929e-03,8.500000000000000888e-01
3.500000000000000000e+00,3.406469805447266252e-03,4.258775927133483068e-03,8.000000000000000444e-01
3.550000000000000266e+00,2.388214485888939375e-03,3.102313291229331655e-03,7.500000000000000000e-01
3.600000000000000089e+00,1.642224368144385707e-03,2.222512314295366914e-03,6.999999999999999556e-01
3.650000000000000355e+00,1.107787538617595021e-03,1.566195248567201371e-03,6.499999999999999112e-01
3.700000000000000178e+00,7.331918771981648080e-04,1.085860283058420360e-03,5.999999999999998668e-01
3.750000000000000000e+00,4.761967121721645221e-04,7.408138627903458921e-04,5.499999999999998224e-01
3.800000000000000266e+00,3.035506943457358343e-04,4.974276306386333753e-04,4.999999999999998335e-01
3.850000000000000089e+00,1.899410700599727460e-04,3.287855767772201185e-04,4.499999999999998446e-01
3.900000000000000355e+00,1.166848189088473320e-04,2.139597016181889785e-04,3.999999999999998557e-01
3.950000000000000178e+00,7.038515117519893031e-05,1.371070920851904119e-04,3.499999999999998668e-01
4.000000000000000000e+00,4.169469411588221433e-05,8.653005680128454170e-05,2.999999999999998779e-01
4.049999999999999822e+00,2.425905891981109685e-05,5.379250504543075856e-05,2.499999999999998890e-01
4.100000000000000533e+00,1.386498707544106196e-05,3.294511788235913113e-05,1.999999999999999001e-01
4.150000000000000355e+00,7.785292890557194434e-06,1.988108002826752951e-05,1.499999999999999112e-01
4.200000000000000178e+00,4.295331926712709789e-06,1.182311570431319608e-05,9.999999999999990841e-02
4.250000000000000000e+00,2.328841260550940092e-06,6.929929620328623168e-06,4.999999999999990563e-02
4.299999999999999822e+00,1.240961624467738559e-06,4.003971285446000151e-06,-9.714451465470119729e-17
4.350000000000000533e+00,6.499873900802466515e-07,2.280747362814695450e-06,-5.000000000000009992e-02
4.400000000000000355e+00,3.346812373721856058e-07,1.280987614363482654e-06,-1.000000000000001027e-01
4.450000000000000178e+00,1.694292448061702114e-07,7.094964905846974400e-07,-1.500000000000001055e-01
4.500000000000000000e+00,8.433846698169053303e-08,3.875679585929167896e-07,-2.000000000000001221e-01
4.549999999999999822e+00,4.128498771943934640e-08,2.088291930339699209e-07,-2.500000000000001110e-01
4.600000000000000533e+00,1.987630560644977563e-08,1.110024296742494076e-07,-3.000000000000000999e-01
4.650000000000000355e+00,9.412463068190566614e-09,5.821336317503133799e-08,-3.500000000000000888e-01
4.700000000000000178e+00,4.384713948498660433e-09,3.012393285085732462e-08,-4.000000000000000777e-01
4.750000000000000000e+00,2.009532678472387799e-09,1.538325184048936969e-08,-4.500000000000000666e-01
4.800000000000000711e+00,9.061694596347583572e-10,7.753178271244737505e-09,-5.000000000000001110e-01
4.850000000000000533e+00,4.020946603096627973e-10,3.857030967496044718e-09,-5.500000000000001554e-01
4.900000000000000355e+00,1.755880810747738269e-10,1.894147518453112526e-09,-6.000000000000001998e-01
4.950000000000000178e+00,7.546615921358134111e-11,9.183461133460323063e-10,-6.500000000000002442e-01
5.000000000000000000e+00,3.192581265090356352e-11,4.396170798652405401e-10,-7.000000000000002887e-01
5.050000000000000711e+00,1.329552741916231916e-11,2.078074090584313159e-10,-7.500000000000003331e-01
5.100000000000000533e+00,5.451096738575048637e-12,9.700802157719785339e-11,-8.000000000000003775e-01
5.150000000000000355e+00,2.200478730934360525e-12,4.472552000553548200e-11,-8.500000000000004219e-01
5.200000000000000178e+00,8.746718251217638653e-13,2.036781434766471718e-11,-9.000000000000004663e-01
5.250000000000000000e+00,3.423788720131259410e-13,9.162501783328777786e-12,-9.500000000000005107e-01
5.300000000000000711e+00,1.319900893171661631e-13,4.071954202909460617e-12,-1.000000000000000444e+00
5.350000000000000533e+00,5.011715954780698615e-14,1.787922370064653408e-12,-1.050000000000000488e+00
5.400000000000000355e+00,1.874476723297683210e-14,7.756904545211695587e-13,-1.100000000000000533e+00
5.450000000000000178e+00,6.906521235095597945e-15,3.325512551947568976e-13,-1.150000000000000577e+00
5.500000000000000000e+00,2.507039429659566991e-15,1.408947260066554246e-13,-1.200000000000000622e+00
5.550000000000000711e+00,8.966481994336655290e-16,5.899726189159943144e-14,-1.250000000000000666e+00
5.600000000000000533e+00,3.159937259348009152e-16,2.441767274150617305e-14,-1.300000000000000711e+00
5.650000000000000355e+00,1.097402335804562928e-16,9.989543905434138061e-15,-1.350000000000000755e+00
5.700000000000000178e+00,3.755940132210451563e-17,4.040071949463892335e-15,-1.400000000000000799e+00
5.750000000000000000e+00,1.266983836886411636e-17,1.615351574182049673e-15,-1.450000000000000844e+00
5.800000000000000711e+00,4.212686399228713537e-18,6.385742921342041699e-16,-1.500000000000000888e+00
5.850000000000000533e+00,1.380758972469310412e-18,2.496051497018402220e-16,-1.550000000000000933e+00
5.900000000000000355e+00,4.461443961921168820e-19,9.647708446649043534e-17,-1.600000000000000977e+00
5.950000000000000178e+00,1.421210491018397703e-19,3.687682872685375978e-17,-1.650000000000001021e+00
6.000000000000000000e+00,4.463894661754462841e-20,1.394027874818674202e-17,-1.700000000000001066e+00
6.050000000000000711e+00,1.382670671016694802e-20,5.212031991294748366e-18,-1.750000000000001110e+00
6.100000000000000533e+00,4.224135537383530632e-21,1.927476752040091499e-18,-1.800000000000001155e+00
6.150000000000000355e+00,1.272768275632353972e-21,7.050922610292006109e-19,-1.850000000000001199e+00
6.200000000000000178e+00,3.780957526203378242e-22,2.551556978103309619e-19,-1.900000000000001243e+00
6.250000000000000000e+00,1.106841017710586666e-22,9.134703755655556463e-20,-1.950000000000001288e+00
6.300000000000000711e+00,3.193198959530852259e-23,3.235492892358642109e-20,-2.000000000000001332e+00
6.350000000000000533e+00,9.094398611581513796e-24,1.133886815006009891e-20,-2.050000000000001155e+00
6.400000000000000355e+00,2.565496196127224163e-24,3.931952881990265162e-21,-2.100000000000000977e+00
6.450000000000000178e+00,7.174629749724734861e-25,1.349217349855653346e-21,-2.150000000000000799e+00
6.500000000000000000e+00,1.973921314614603543e-25,4.581585733217862587e-22,-2.200000000000000622e+00
6.550000000000000711e+00,5.272072926640006396e-26,1.539695708114970261e-22,-2.250000000000000444e+00
6.600000000000000533e+00,1.369867439899631852e-26,5.121105014569641897e-23,-2.300000000000000266e+00
6.650000000000000355e+00,3.610733245695646434e-27,1.685878694585647043e-23,-2.350000000000000089e+00
6.700000000000000178e+00,1.015745788350156001e-27,5.493468319782298024e-24,-2.399999999999999911e+00
6.750000000000000000e+00,2.925711553131370375e-28,1.771936060595357671e-24,-2.449999999999999734e+00
6.800000000000000711e+00,7.397189991000208136e-29,5.657879732966039687e-25,-2.499999999999999556e+00
6.850000000000000533e+00,1.300883017023178609e-29,1.788489582287896198e-25,-2.549999999999999378e+00
6.900000000000000355e+00,9.105903321915336875e-31,5.597171730429432404e-26,-2.599999999999999201e+00
6.950000000000000178e+00,3.352975378993780342e-31,1.734293225882654394e-26,-2.649999999999999023e+00
7.000000000000000000e+00,8.419575902389528753e-31,5.320714584232176371e-27,-2.699999999999998845e+00
7.050000000000000711e+00,8.325078737892766131e-31,1.616339186981422459e-27,-2.749999999999998668e+00
7.100000000000000533e+00,5.835905026026538974e-31,4.862184349487724794e-28,-2.799999999999998490e+00
7.150000000000000355e+00,3.673735847670970872e-31,1.448397321555534902e-28,-2.849999999999998312e+00
7.200000000000000178e+00,2.421057091747153933e-31,4.272893774692685101e-29,-2.899999999999998135e+00
7.250000000000000000e+00,1.736712677398136248e-31,1.248403622691838360e-29,-2.949999999999997957e+00
7.300000000000000711e+00,1.275081907016845138e-31,3.612490153731784686e-30,-2.999999999999997780e+00
7.350000000000000533e+00,9.039282951587147413e-32,1.035373350499908150e-30,-3.049999999999997602e+00
7.400000000000000355e+00,6.081646193858948601e-32,2.939311623830289344e-31,-3.099999999999997424e+00
7.450000000000000178e+00,3.904622784584835964e-32,8.265555704651797593e-32,-3.149999999999997247e+00
7.500000000000000000e+00,2.414041797934894359e-32,2.302477816815045669e-32,-3.099999999999997424e+00
7.550000000000000711e+00,1.444278039451833322e-32,6.353818264492242231e-33,-3.049999999999997602e+00
7.600000000000000533e+00,8.369670752455515398e-33,1.737035902835151426e-33,-2.999999999999997780e+00
7.650000000000000355e+00,4.696763079073435476e-33,4.704743882042121360e-34,-2.949999999999997957e+00
7.700000000000000178e+00,2.553202633867439382e-33,1.262509506714380382e-34,-2.899999999999998135e+00
7.750000000000000000e+00,1.346373371055481666e-33,3.356780078372648246e-35,-2.849999999999998312e+00
7.800000000000000711e+00,6.900539752077750330e-34,8.843385462768673345e-36,-2.799999999999998490e+00
7.850000000000000533e+00,3.444488015396632422e-34,2.308550210179779398e-36,-2.749999999999998668e+00
7.900000000000000355e+00,1.677741370023088826e-34,5.971764418658298924e-37,-2.699999999999998845e+00
7.950000000000000178e+00,7.988429796355925340e-35,1.530826091318790959e-37,-2.649999999999999023e+00
8.000000000000000000e+00,3.724590059402203777e-35,3.888892824704912767e-38,-2.599999999999999201e+00
8.050000000000000711e+00,1.703338023975764141e-35,9.790839222414845921e-39,-2.549999999999999378e+00
8.099999999999999645e+00,7.652865452695498250e-36,2.443005260154842581e-39,-2.499999999999999556e+00
8.150000000000000355e+00,3.382916618582767117e-36,6.041655490481153586e-40,-2.449999999999999734e+00
8.200000000000001066e+00,1.473217690086572034e-36,1.480917761564949316e-40,-2.399999999999999911e+00
8.250000000000000000e+00,6.327265872840749316e-37,3.598036312482003093e-41,-2.350000000000000089e+00
8.300000000000000711e+00,2.682223392400046168e-37,8.665143806784650683e-42,-2.300000000000000266e+00
8.349999999999999645e+00,1.122940101539109078e-37,2.068604626234587288e-42,-2.250000000000000444e+00
8.400000000000000355e+00,4.644889763627614672e-38,4.895379703288675604e-43,-2.200000000000000622e+00
8.450000000000001066e+00,1.898846014567720564e-38,1.148465569653955984e-43,-2.150000000000000799e+00
8.500000000000000000e+00,7.674620003128168352e-39,2.671084690418384693e-44,-2.100000000000000977e+00
8.550000000000000711e+00,3.068376460312167701e-39,6.159006196718148822e-45,-2.050000000000001155e+00
8.599999999999999645e+00,1.214484240879025251e-39,1.407997883964042387e-45,-2.000000000000001332e+00
8.650000000000000355e+00,4.764062843466542691e-40,3.191366399491680332e-46,-1.950000000000001288e+00
8.700000000000001066e+00,1.854494258136044695e-40,7.172150964011183212e-47,-1.900000000000001243e+00
8.750000000000000000e+00,7.173047011006056142e-41,1.598213909161399445e-47,-1.850000000000001199e+00
8.800000000000000711e+00,2.759760339342000766e-41,3.531405770877368120e-48,-1.800000000000001155e+00
8.849999999999999645e+00,1.056712148705843739e-41,7.737522742602388578e-49,-1.750000000000001110e+00
8.900000000000000355e+00,4.025911476656326246e-42,1.681171766738683458e-49,-1.700000000000001066e+00
8.950000000000001066e+00,1.524558554077706777e-42,3.622364700105383206e-50,-1.650000000000001021e+00
9.000000000000000000e+00,5.728397465102533326e-43,7.740271018397936179e-51,-1.600000000000000977e+00
9.050000000000000711e+00,2.130845162650750899e-43,1.640279730719875782e-51,-1.550000000000000933e+00
9.099999999999999645e+00,7.827554285392177546e-44,3.447395804068018671e-52,-1.500000000000000888e+00
9.150000000000000355e+00,2.832694816937874419e-44,7.186037176766788588e-53,-1.450000000000000844e+00
9.200000000000001066e+00,1.007672954848470128e-44,1.485683610259547075e-53,-1.400000000000000799e+00
9.250000000000000000e+00,3.517093291907363069e-45,3.046597840867881422e-54,-1.350000000000000755e+00
9.300000000000000711e+00,1.202711435936424276e-45,6.196823121226999820e-55,-1.300000000000000711e+00
9.349999999999999645e+00,4.025213240425331491e-46,1.250262992355019222e-55,-1.250000000000000666e+00
9.400000000000000355e+00,1.317516849792972835e-46,2.502217058127669081e-56,-1.200000000000000622e+00
9.450000000000001066e+00,4.215871758314029463e-47,4.967670984174201707e-57,-1.150000000000000577e+00
9.500000000000000000e+00,1.318626872720276691e-47,9.783577982628780434e-58,-1.100000000000000533e+00
9.550000000000000711e+00,4.031797423364881211e-48,1.911491353930204657e-58,-1.050000000000000488e+00
9.600000000000001421e+00,1.205438502981658330e-48,3.705009256086100902e-59,-1.000000000000000444e+00
9.650000000000000355e+00,3.525906942934596434e-49,7.124609707735782971e-60,-9.500000000000003997e-01
9.700000000000001066e+00,1.009643804016114309e-49,1.359252275897910895e-60,-9.000000000000003553e-01
9.750000000000000000e+00,2.832806338932584456e-50,2.572874229517827565e-61,-8.500000000000003109e-01
9.800000000000000711e+00,7.796423370080741576e-51,4.832020104977289705e-62,-8.000000000000002665e-01
9.850000000000001421e+00,2.107641438144657489e-51,9.004149327869578495e-63,-7.500000000000002220e-01
9.900000000000000355e+00,5.605924803918217804e-52,1.664839700558369007e-63,-7.000000000000001776e-01
9.950000000000001066e+00,1.470027670387035055e-52,3.054427642074296114e-64,-6.500000000000001332e-01
1.000000000000000000e+01,3.809549870432262888e-53,5.560665277974820256e-65,-6.000000000000000888e-01
1.005000000000000071e+01,9.783464128256231853e-54,1.004557687766214839e-65,-5.500000000000000444e-01
1.010000000000000142e+01,2.497513421910296662e-54,1.800884484769235870e-66,-5.000000000000000000e-01
1.015000000000000036e+01,6.357603731184807833e-55,3.203842966780847708e-67,-4.500000000000000111e-01
1.020000000000000107e+01,1.618645642236539335e-55,5.656430201802216363e-68,-4.000000000000000222e-01
1.025000000000000000e+01,4.131982952956451481e-56,9.910849015447995993e-69,-3.500000000000000333e-01
1.030000000000000071e+01,1.059271092073326150e-56,1.723406751602039858e-69,-3.000000000000000444e-01
1.035000000000000142e+01,2.728333788222636305e-57,2.974297629677993171e-70,-2.500000000000000555e-01
1.040000000000000036e+01,7.055180675674769619e-58,5.094621048177978050e-71,-2.000000000000000666e-01
1.045000000000000107e+01,1.828362314568214689e-58,8.661262700283053417e-72,-1.500000000000000777e-01
1.050000000000000000e+01,4.736573391314889965e-59,1.461515284644586884e-72,-1.000000000000000749e-01
1.055000000000000071e+01,1.223099621580523180e-59,2.447874892505733884e-73,-5.000000000000007216e-02
1.060000000000000142e+01,3.138998671260280190e-60,4.069579933959500249e-74,-6.938893903907228378e-17
1.065000000000000036e+01,7.985106167454539872e-61,6.715760263572730162e-75,4.999999999999993339e-02
1.070000000000000107e+01,2.008671638354579206e-61,1.100111419260204090e-75,9.999999999999993616e-02
1.075000000000000000e+01,4.986820109636319147e-62,1.788894070426907656e-76,1.499999999999999389e-01
1.080000000000000071e+01,1.219933734547653272e-62,2.887683177734683436e-77,1.999999999999999556e-01
1.085000000000000142e+01,2.936984452932152805e-63,4.627451313156091589e-78,2.499999999999999445e-01
1.090000000000000036e+01,6.951743622212010762e-64,7.361595134145230623e-79,2.999999999999999334e-01
1.095000000000000107e+01,1.616514759431592828e-64,1.162652803179090547e-79,3.499999999999999223e-01
1.100000000000000000e+01,3.690596385371471758e-65,1.822998950591693028e-80,3.999999999999999112e-01
1.105000000000000071e+01,8.268584073810950956e-66,2.837861555991184039e-81,4.499999999999999001e-01
1.110000000000000142e+01,1.817198912254213277e-66,4.386059129771874493e-82,4.999999999999998890e-01
1.115000000000000036e+01,3.916037736820380794e-67,6.730483513476473652e-83,5.499999999999999334e-01
1.120000000000000107e+01,8.271895398387834347e-68,1.025454746348261767e-83,5.999999999999999778e-01
1.125000000000000000e+01,1.712025687611625395e-68,1.551297412872661199e-84,6.500000000000000222e-01
1.130000000000000071e+01,3.470384295419685125e-69,2.330192432132304287e-85,7.000000000000000666e-01
1.135000000000000142e+01,6.886410080406648397e-70,3.475492934757131678e-86,7.500000000000001110e-01
1.140000000000000036e+01,1.336910935460616195e-70,5.147289857672746438e-87,8.000000000000001554e-01
1.145000000000000107e+01,2.537476516285233089e-71,7.569863703879224850e-88,8.500000000000001998e-01
1.150000000000000000e+01,4.704633291171317041e-72,1.105488628359606907e-88,9.000000000000002442e-01
1.155000000000000071e+01,8.512096351948065057e-73,1.603196616837218845e-89,9.500000000000002887e-01
1.160000000000000142e+01,1.501132375976293561e-73,2.308846328043725906e-90,1.000000000000000222e+00
1.165000000000000036e+01,2.576806314701867269e-74,3.302086037294730364e-91,1.050000000000000266e+00
1.170000000000000107e+01,4.299129054146767385e-75,4.690036068113665163e-92,1.100000000000000311e+00
1.175000000000000000e+01,6.961275725294143076e-76,6.615576383480482779e-93,1.150000000000000355e+00
1.180000000000000071e+01,1.092890744286547582e-76,9.267703059529601889e-94,1.200000000000000400e+00
1.185000000000000142e+01,1.664255602603201559e-77,1.289432466752299900e-94,1.250000000000000444e+00
1.190000000000000036e+01,2.467671385025846057e-78,1.781788928085997930e-95,1.300000000000000488e+00
1.195000000000000107e+01,3.603201836078609897e-79,2.445423685921690009e-96,1.350000000000000533e+00
1.200000000000000000e+01,5.312930435981015023e-80,3.333505384870430073e-97,1.400000000000000577e+00
1.205000000000000071e+01,8.261788791141773669e-81,4.513425993121280369e-98,1.450000000000000622e+00
1.210000000000000142e+01,1.424377509868888736e-81,6.069857345578481048e-99,1.500000000000000666e+00
1.215000000000000036e+01,2.781701737285407528e-82,8.108237466949814823e-100,1.550000000000000711e+00
1.220000000000000107e+01,5.985542483302811727e-83,1.075868074938032716e-100,1.600000000000000755e+00
1.225000000000000000e+01,1.348713073553425136e-83,1.418028256561249960e-101,1.650000000000000799e+00
1.230000000000000071e+01,3.054543784658653881e-84,1.856575941018455474e-102,1.700000000000000844e+00
1.235000000000000142e+01,6.796426723514740660e-85,2.414633016108365997e-103,1.750000000000000888e+00
1.240000000000000036e+01,1.470983484836198134e-85,3.119670295059741641e-104,1.800000000000000933e+00
1.245000000000000107e+01,3.087103846494004779e-86,4.003998635859946055e-105,1.850000000000000977e+00
1.250000000000000000e+01,6.281576424796723225e-87,5.105229473375060493e-106,1.900000000000001021e+00
1.255000000000000071e+01,1.240660171421348691e-87,6.466676761285860972e-107,1.950000000000001066e+00
1.260000000000000142e+01,2.382133361492679211e-88,8.137667533344324384e-108,2.000000000000000888e+00
1.265000000000000036e+01,4.453305373262064088e-89,1.017372405549115710e-108,2.050000000000000711e+00
1.270000000000000107e+01,8.117568604404433260e-90,1.263657726049150032e-109,2.100000000000000533e+00
1.275000000000000000e+01,1.444610282708148709e-90,1.559396928151211663e-110,2.150000000000000355e+00
1.280000000000000071e+01,2.512695463470559717e-91,1.911920289075005200e-111,2.200000000000000178e+00
1.285000000000000142e+01,4.275743840811190939e-92,2.329039794641287475e-112,2.250000000000000000e+00
1.290000000000000036e+01,7.124065616270165336e-93,2.818941994361803241e-113,2.299999999999999822e+00
1.295000000000000107e+01,1.163060905825474543e-93,3.390045374335248944e-114,2.349999999999999645e+00
1.300000000000000000e+01,1.861699257490499912e-94,4.050820667080684339e-115,2.399999999999999467e+00
1.305000000000000071e+01,2.923418596795175181e-95,4.809573940314247498e-116,2.449999999999999289e+00
1.310000000000000142e+01,4.505709492612037563e-96,5.674194016648366421e-117,2.499999999999999112e+00
1.315000000000000036e+01,6.819036163198181550e-97,6.651867725465706565e-118,2.549999999999998934e+00
1.320000000000000107e+01,1.013804003095270272e-97,7.748768604304450085e-119,2.599999999999998757e+00
1.325000000000000000e+01,1.481264261479554802e-98,8.969726853647621471e-120,2.649999999999998579e+00
1.330000000000000071e+01,2.127816789868825706e-99,1.031789048870927793e-120,2.699999999999998401e+00
1.335000000000000142e+01,3.006361795472291458e-100,1.179438959132607857e-121,2.749999999999998224e+00
1.340000000000000036e+01,4.179754843440792692e-101,1.339801720209749642e-122,2.799999999999998046e+00
1.345000000000000107e+01,5.721175457035824220e-102,1.512494156500157224e-123,2.849999999999997868e+00
1.350000000000000000e+01,7.714434933864815038e-103,1.696846501128703573e-124,2.899999999999997691e+00
1.355000000000000071e+01,1.025459239214477687e-103,1.891884463456257437e-125,2.949999999999997513e+00
1.360000000000000142e+01,1.344953929351963184e-104,2.096318898386553193e-126,2.999999999999997335e+00
1.365000000000000036e+01,1.742358002055608239e-105,2.308544324586391126e-127,3.049999999999997158e+00
1.370000000000000107e+01,2.232445984682770897e-106,2.526647280904132233e-128,3.099999999999996980e+00
1.375000000000000000e+01,2.833573325959755119e-107,2.748425176221273169e-129,3.149999999999996803e+00
1.380000000000000071e+01,3.569676611783989762e-108,2.971415889133425533e-130,3.199999999999996625e+00
1.385000000000000142e+01,4.473294667018822159e-109,3.192937926764955127e-131,3.249999999999996447e+00
1.390000000000000036e+01,5.589875129260750068e-110,3.410140477631672383e-132,3.299999999999996270e+00
1.395000000000000107e+01,6.983607407235447857e-111,3.620062216084683705e-133,3.349999999999996092e+00
1.400000000000000000e+01,8.744959471952214583e-112,3.819697261753844751e-134,3.399999999999995914e+00
1.405000000000000071e+01,1.099998561695066902e-112,4.006066293131085001e-135,3.449999999999995737e+00
1.410000000000000142e+01,1.392131140656016516e-113,4.176290485105511191e-136,3.499999999999995559e+00
1.415000000000000036e+01,1.774049120554627271e-114,4.327665707780035701e-137,3.549999999999995381e+00
1.420000000000000107e+01,2.276117900927926446e-115,4.457734305326220084e-138,3.599999999999995204e+00
1.425000000000000000e+01,2.937226684643655257e-116,4.564351779859633403e-139,3.649999999999995026e+00
1.430000000000000071e+01,3.805984537356443273e-117,4.645745840118460310e-140,3.699999999999994849e+00
