length,probability_a,probability_b,optimal_lipschitz_function
2.399999999999999911e+00,1.443458674178704423e-02,1.516176522592759326e-02,2.400000000000001688e+00
2.419999999999999929e+00,1.651460106735855998e-02,1.713875346646354103e-02,2.420000000000001705e+00
2.439999999999999947e+00,1.870385899829737908e-02,1.919297467005985636e-02,2.440000000000001723e+00
2.459999999999999964e+00,2.097109679841212965e-02,2.129458324657743790e-02,2.460000000000001741e+00
2.479999999999999982e+00,2.327902448775625091e-02,2.340935829609268673e-02,2.480000000000001759e+00
2.500000000000000000e+00,2.558518526140952584e-02,2.549955588065546189e-02,2.500000000000001776e+00
2.520000000000000018e+00,2.784315894558974172e-02,2.752499417745968638e-02,2.520000000000001794e+00
2.540000000000000036e+00,3.000406868058360169e-02,2.944433013531521162e-02,2.540000000000001812e+00
2.560000000000000053e+00,3.201832573042191071e-02,3.121647142972435590e-02,2.560000000000001830e+00
2.580000000000000071e+00,3.383752634433716266e-02,3.280205582721133772e-02,2.580000000000001847e+00
2.600000000000000089e+00,3.541639899652188755e-02,3.416492261529213009e-02,2.600000000000001865e+00
2.620000000000000107e+00,3.671469174900822419e-02,3.527349829332213776e-02,2.620000000000001883e+00
2.640000000000000124e+00,3.769888897996954980e-02,3.610202160424678952e-02,2.640000000000001901e+00
2.660000000000000142e+00,3.834365461861154178e-02,3.663154111712326605e-02,2.660000000000001918e+00
2.680000000000000160e+00,3.863291487693901877e-02,3.685063139277246907e-02,2.680000000000001936e+00
2.700000000000000178e+00,3.856051605273948940e-02,3.675579032442542748e-02,2.700000000000001954e+00
2.720000000000000195e+00,3.813042045879973252e-02,3.635149927213364440e-02,2.680000000000001936e+00
2.740000000000000213e+00,3.735643360876954311e-02,3.564994764043564329e-02,2.660000000000001918e+00
2.760000000000000231e+00,3.626148595571072192e-02,3.467044306326878822e-02,2.640000000000001901e+00
2.780000000000000249e+00,3.487652025909100673e-02,3.343854592143410964e-02,2.620000000000001883e+00
2.800000000000000266e+00,3.323905886642693208e-02,3.198498129911433313e-02,2.600000000000001865e+00
2.819999999999999840e+00,3.139154214053586911e-02,3.034439177118587044e-02,2.580000000000001847e+00
2.839999999999999858e+00,2.937953887652753129e-02,2.855400006373834745e-02,2.560000000000001830e+00
2.859999999999999876e+00,2.724993148188755571e-02,2.665225151089953282e-02,2.540000000000001812e+00
2.879999999999999893e+00,2.504917327610407460e-02,2.467750259533988202e-02,2.520000000000001794e+00
2.899999999999999911e+00,2.282170345949202997e-02,2.266681430012652473e-02,2.500000000000001776e+00
2.919999999999999929e+00,2.060858854058141357e-02,2.065489836905030907e-02,2.480000000000001759e+00
2.939999999999999947e+00,1.844643903312289529e-02,1.867325188915695128e-02,2.460000000000001741e+00
2.959999999999999964e+00,1.636662888316883085e-02,1.674950195358157132e-02,2.440000000000001723e+00
2.979999999999999982e+00,1.439482414006854755e-02,1.490696858034328866e-02,2.420000000000001705e+00
3.000000000000000000e+00,1.255080838482475029e-02,1.316444147964343503e-02,2.400000000000001688e+00
3.020000000000000018e+00,1.084857657309062917e-02,1.153615542166692293e-02,2.380000000000001670e+00
3.040000000000000036e+00,9.296657028439401713e-03,1.003194037981371307e-02,2.360000000000001652e+00
3.060000000000000053e+00,7.898613687637594943e-03,8.657516594875416804e-03,2.340000000000001634e+00
3.080000000000000071e+00,6.653677310174571993e-03,7.414901280040130625e-03,2.320000000000001616e+00
3.100000000000000089e+00,5.557454834403424693e-03,6.302892720490413034e-03,2.300000000000001599e+00
3.120000000000000107e+00,4.602669753756743858e-03,5.317598711352207810e-03,2.280000000000001581e+00
3.140000000000000124e+00,3.779892504429848994e-03,4.452979210187035450e-03,2.260000000000001563e+00
3.160000000000000142e+00,3.078227545850286198e-03,3.701377281810800876e-03,2.240000000000001545e+00
3.180000000000000160e+00,2.485932248647803461e-03,3.054017398478126380e-03,2.220000000000001528e+00
3.200000000000000178e+00,1.990951144003070671e-03,2.501455470006542017e-03,2.200000000000001510e+00
3.220000000000000195e+00,1.581356935702332581e-03,2.033970217690979354e-03,2.180000000000001492e+00
3.240000000000000213e+00,1.245696497983328531e-03,1.641890353290702915e-03,2.160000000000001474e+00
3.260000000000000231e+00,9.732456105826733667e-04,1.315856248964894287e-03,2.140000000000001457e+00
3.280000000000000249e+00,7.541803062165181992e-04,1.047018243730813130e-03,2.120000000000001439e+00
3.300000000000000266e+00,5.796754456318795783e-04,8.271763665680698400e-04,2.100000000000001421e+00
3.320000000000000284e+00,4.419426119402541844e-04,6.488680748360935212e-04,2.080000000000001403e+00
3.339999999999999858e+00,3.342198187049737895e-04,5.054116722637377228e-04,2.060000000000001386e+00
3.359999999999999876e+00,2.507250812557757446e-04,3.909134838698167754e-04,2.040000000000001368e+00
3.379999999999999893e+00,1.865848423910374063e-04,3.002467477883360254e-04,2.020000000000001350e+00
3.399999999999999911e+00,1.377467951873816046e-04,2.290096656894334429e-04,2.000000000000001332e+00
3.419999999999999929e+00,1.008850024612514520e-04,1.734692601676261195e-04,1.980000000000001315e+00
3.439999999999999947e+00,7.330353359759385757e-05,1.304967329450461733e-04,1.960000000000001297e+00
3.459999999999999964e+00,5.284324510107814136e-05,9.749899849270857980e-05,1.940000000000001279e+00
3.479999999999999982e+00,3.779490268097204146e-05,7.235006021862064123e-05,1.920000000000001261e+00
3.500000000000000000e+00,2.682062687947945210e-05,5.332495685446285753e-05,1.900000000000001243e+00
3.520000000000000018e+00,1.888465982070790201e-05,3.903817217087511261e-05,1.880000000000001226e+00
3.540000000000000036e+00,1.319369422402899881e-05,2.838769210395834658e-05,1.860000000000001208e+00
3.560000000000000053e+00,9.146458805858583908e-06,2.050531663688479685e-05,1.840000000000001190e+00
3.580000000000000071e+00,6.291888814933704886e-06,1.471338587684883674e-05,1.820000000000001172e+00
3.600000000000000089e+00,4.294994520799089174e-06,1.048775003016994105e-05,1.800000000000001155e+00
3.620000000000000107e+00,2.909441290995253660e-06,7.426586331090379093e-06,1.780000000000001137e+00
3.640000000000000124e+00,1.955841910353939668e-06,5.224525254075911980e-06,1.760000000000001119e+00
3.660000000000000142e+00,1.304808233781642525e-06,3.651476066651505027e-06,1.740000000000001101e+00
3.680000000000000160e+00,8.638929193255151216e-07,2.535521472424168347e-06,1.720000000000001084e+00
3.700000000000000178e+00,5.676554259712835383e-07,1.749268066495904881e-06,1.700000000000001066e+00
3.720000000000000195e+00,3.701967218335409663e-07,1.199081131122807430e-06,1.680000000000001048e+00
3.740000000000000213e+00,2.396151982124064508e-07,8.166888668583986523e-07,1.660000000000001030e+00
3.760000000000000231e+00,1.539363451030589655e-07,5.527047083390822686e-07,1.640000000000001013e+00
3.780000000000000249e+00,9.815758896567167626e-08,3.716812151722884243e-07,1.620000000000000995e+00
3.800000000000000266e+00,6.212598147609212015e-08,2.483712356976672366e-07,1.600000000000000977e+00
3.820000000000000284e+00,3.903012727244158650e-08,1.649291434958815655e-07,1.580000000000000959e+00
3.839999999999999858e+00,2.433966185009140062e-08,1.088356004274712316e-07,1.560000000000000941e+00
3.859999999999999876e+00,1.506702178531960102e-08,7.137299746962071746e-08,1.540000000000000924e+00
3.879999999999999893e+00,9.258676787347367529e-09,4.651553996228988477e-08,1.520000000000000906e+00
3.899999999999999911e+00,5.647929747585862090e-09,3.012832778416440683e-08,1.500000000000000888e+00
3.919999999999999929e+00,3.420256085015578880e-09,1.939440016839342549e-08,1.480000000000000870e+00
3.939999999999999947e+00,2.056207589993676300e-09,1.240833327594566194e-08,1.460000000000000853e+00
3.959999999999999964e+00,1.227225042760499753e-09,7.890374329053109369e-09,1.440000000000000835e+00
3.979999999999999982e+00,7.271771104300267101e-10,4.987007158840017218e-09,1.420000000000000817e+00
4.000000000000000000e+00,4.277841200827533152e-10,3.132936928078066849e-09,1.400000000000000799e+00
4.020000000000000462e+00,2.498545280087147598e-10,1.956336328543557739e-09,1.380000000000000782e+00
4.040000000000000036e+00,1.448896761091549317e-10,1.214301167682604374e-09,1.360000000000000764e+00
4.060000000000000497e+00,8.342279944903065419e-11,7.492228855540385983e-10,1.340000000000000746e+00
4.080000000000000071e+00,4.769123199564354272e-11,4.595237673758303288e-10,1.320000000000000728e+00
4.099999999999999645e+00,2.707123518323369413e-11,2.801739336778754320e-10,1.300000000000000711e+00
4.120000000000000107e+00,1.525817343396877583e-11,1.698168013892483677e-10,1.280000000000000693e+00
4.139999999999999680e+00,8.539472995344023160e-12,1.023238878718832526e-10,1.260000000000000675e+00
4.160000000000000142e+00,4.745725991354193054e-12,6.129527829603929357e-11,1.240000000000000657e+00
4.179999999999999716e+00,2.618944380695129074e-12,3.650401888601071498e-11,1.220000000000000639e+00
4.200000000000000178e+00,1.435194612154062106e-12,2.161364275241056056e-11,1.200000000000000622e+00
4.219999999999999751e+00,7.810251175685163474e-13,1.272327000942274532e-11,1.180000000000000604e+00
4.240000000000000213e+00,4.220827705493313803e-13,7.446681234209050461e-12,1.160000000000000586e+00
4.259999999999999787e+00,2.265256112586940560e-13,4.333409083918016424e-12,1.140000000000000568e+00
4.280000000000000249e+00,1.207348227148483941e-13,2.507316078244138970e-12,1.120000000000000551e+00
4.299999999999999822e+00,6.390750343235657897e-14,1.442482065301866023e-12,1.100000000000000533e+00
4.320000000000000284e+00,3.359570434261997470e-14,8.251693258517786546e-13,1.080000000000000515e+00
4.339999999999999858e+00,1.754027638970568800e-14,4.693710827423772755e-13,1.060000000000000497e+00
4.360000000000000320e+00,9.095323349144768910e-15,2.654846273165615024e-13,1.040000000000000480e+00
4.379999999999999893e+00,4.684224171737153219e-15,1.493211499480963061e-13,1.020000000000000462e+00
4.400000000000000355e+00,2.396090170585665147e-15,8.351628872748389770e-14,1.000000000000000444e+00
4.419999999999999929e+00,1.217367336514315917e-15,4.645130192721777370e-14,9.800000000000004263e-01
4.440000000000000391e+00,6.143292454642964149e-16,2.569273159361504128e-14,9.600000000000004086e-01
4.459999999999999964e+00,3.079295294739001250e-16,1.413243877037674574e-14,9.400000000000003908e-01
4.480000000000000426e+00,1.533135162370621914e-16,7.730846732320448140e-15,9.200000000000003730e-01
4.500000000000000000e+00,7.582176988238439556e-17,4.205801044287865714e-15,9.000000000000003553e-01
4.520000000000000462e+00,3.724748201441661283e-17,2.275572137020941364e-15,8.800000000000003375e-01
4.540000000000000036e+00,1.817610278687381284e-17,1.224506636649470353e-15,8.600000000000003197e-01
4.560000000000000497e+00,8.810835158584243245e-18,6.553430290715019010e-16,8.400000000000003020e-01
4.580000000000000071e+00,4.242690766627288967e-18,3.488361658961212030e-16,8.200000000000002842e-01
4.600000000000000533e+00,2.029458259563754637e-18,1.846833746533225610e-16,8.000000000000002665e-01
4.620000000000000107e+00,9.644630623311908696e-19,9.725136316801904165e-17,7.800000000000002487e-01
4.639999999999999680e+00,4.553704504989258651e-19,5.093698545826088221e-17,7.600000000000002309e-01
4.660000000000000142e+00,2.135581415224965804e-19,2.653679072722145948e-17,7.400000000000002132e-01
4.679999999999999716e+00,9.948048442993592286e-20,1.375146853695992717e-17,7.200000000000001954e-01
4.700000000000000178e+00,4.604591811749046106e-20,7.088316610026668941e-18,7.000000000000001776e-01
4.719999999999999751e+00,2.117583876033913658e-20,3.634446180373914547e-18,6.800000000000001599e-01
4.740000000000000213e+00,9.672941375644650620e-21,1.853711613662415489e-18,6.600000000000001421e-01
4.759999999999999787e+00,4.392015475492904691e-21,9.405080411475424379e-19,6.400000000000001243e-01
4.780000000000000249e+00,1.983286688216523229e-21,4.746864335673627004e-19,6.200000000000001066e-01
4.799999999999999822e+00,8.896116443231734294e-22,2.383321195767386530e-19,6.000000000000000888e-01
4.820000000000000284e+00,3.963363892348458359e-22,1.190411729100753087e-19,5.800000000000000711e-01
4.839999999999999858e+00,1.758242038987069222e-22,5.915044798819373834e-20,5.600000000000000533e-01
4.860000000000000320e+00,7.772011147047723291e-23,2.923966455149004229e-20,5.400000000000000355e-01
4.879999999999999893e+00,3.404174096617940343e-23,1.437962183323830053e-20,5.200000000000000178e-01
4.900000000000000355e+00,1.459884470377283197e-23,7.035426595934168534e-21,5.000000000000000000e-01
4.919999999999999929e+00,6.108954136167329824e-24,3.424588544500761206e-21,4.799999999999999822e-01
4.940000000000000391e+00,2.577033648165065999e-24,1.658472952763690667e-21,4.599999999999999645e-01
4.959999999999999964e+00,1.125217032627975769e-24,7.990931261079968989e-22,4.399999999999999467e-01
4.980000000000000426e+00,4.745099022630495852e-25,3.830736878008400428e-22,4.199999999999999289e-01
5.000000000000000000e+00,1.825095102969977848e-25,1.827132471167010486e-22,3.999999999999999112e-01
5.020000000000000462e+00,7.306177780563451976e-26,8.670963051221211418e-23,3.799999999999998934e-01
5.040000000000000036e+00,3.203127316256470046e-26,4.094312297238760600e-23,3.599999999999998757e-01
5.060000000000000497e+00,1.279049252235162535e-26,1.923612601527927152e-23,3.399999999999998579e-01
5.080000000000000071e+00,7.428163651102040652e-27,8.992571712837440493e-24,3.199999999999998401e-01
5.100000000000000533e+00,7.043013031164795711e-27,4.182986191955493144e-24,2.999999999999998224e-01
5.120000000000000107e+00,4.515021442377434276e-27,1.936117445802878379e-24,2.799999999999998046e-01
5.139999999999999680e+00,1.352391604758960652e-27,8.917152201614189150e-25,2.599999999999997868e-01
5.160000000000000142e+00,1.204861632288487418e-28,4.086733227451768026e-25,2.399999999999997968e-01
5.179999999999999716e+00,1.806795169767529249e-28,1.863753142354059848e-25,2.199999999999998068e-01
5.200000000000000178e+00,3.041512710347022322e-28,8.458021582625091559e-26,1.999999999999998168e-01
5.219999999999999751e+00,2.620437315005215160e-28,3.819651575488810286e-26,1.799999999999998268e-01
5.240000000000000213e+00,2.049292465896418696e-28,1.716561930531571778e-26,1.599999999999998368e-01
5.259999999999999787e+00,1.955398235562817511e-28,7.676833666791679488e-27,1.799999999999998268e-01
5.280000000000000249e+00,2.786775437599686280e-28,3.416628984758600603e-27,1.999999999999998168e-01
5.299999999999999822e+00,5.526596478883876624e-28,1.513256705823906745e-27,2.199999999999998068e-01
5.320000000000000284e+00,1.044809996764634916e-27,6.670102411678282129e-28,2.399999999999997968e-01
5.339999999999999858e+00,1.538508353133927586e-27,2.925926892790007271e-28,2.599999999999997868e-01
5.360000000000000320e+00,1.666915998260721072e-27,1.277354466446445928e-28,2.799999999999998046e-01
5.379999999999999893e+00,1.282783128871277173e-27,5.549862897191856625e-29,2.999999999999998224e-01
5.400000000000000355e+00,6.572541745695973458e-28,2.399837124451316940e-29,3.199999999999998401e-01
5.419999999999999929e+00,2.132800274329381036e-28,1.032798860765016700e-29,3.399999999999998579e-01
5.440000000000000391e+00,1.044216787315643738e-28,4.423743514612930658e-30,3.599999999999998757e-01
5.459999999999999964e+00,1.415925407460007122e-28,1.885862503309020752e-30,3.799999999999998934e-01
5.480000000000000426e+00,1.051004614170233507e-28,8.001688822718797720e-31,3.999999999999999112e-01
5.500000000000000000e+00,1.544540833288490290e-29,3.379173120723318953e-31,4.199999999999999289e-01
5.520000000000000462e+00,5.388488413182426755e-29,1.420371467961661391e-31,4.399999999999999467e-01
5.540000000000000036e+00,2.938256151531949058e-28,5.942397124750493489e-32,4.599999999999999645e-01
5.560000000000000497e+00,5.978268945943190725e-28,2.474543642012324539e-32,4.799999999999999822e-01
5.580000000000000071e+00,7.703586444730842970e-28,1.025670145903149307e-32,5.000000000000000000e-01
5.600000000000000533e+00,7.426192313723984216e-28,4.231602457804395465e-33,5.200000000000000178e-01
5.620000000000000107e+00,5.854501203125012548e-28,1.737768468900468869e-33,5.400000000000000355e-01
5.639999999999999680e+00,3.946983680675531707e-28,7.103529508733064872e-34,5.600000000000000533e-01
5.660000000000000142e+00,2.174906442807185080e-28,2.890393469923076105e-34,5.800000000000000711e-01
5.679999999999999716e+00,7.654821636391918319e-29,1.170699649158842471e-34,6.000000000000000888e-01
5.700000000000000178e+00,7.076482501309566143e-30,4.720032108711838233e-35,6.200000000000001066e-01
5.719999999999999751e+00,3.366927103247035654e-29,1.894351323099608045e-35,6.400000000000001243e-01
5.740000000000000213e+00,1.252348846581294172e-28,7.568282467147256240e-36,6.600000000000001421e-01
5.759999999999999787e+00,2.048680834993010198e-28,3.009958194219355705e-36,6.800000000000001599e-01
5.780000000000000249e+00,2.174282621778287506e-28,1.191667161590983226e-36,7.000000000000001776e-01
